AT,V,AP,RH,PE,TCN
26.76,71.94,1008.81,64.62,432.49,Christopher Clapman
19.46,42.04,1011.3,60.45,466.24,Marc Wolf
22.95,67.79,1009.89,91.69,442.19,Marc Wolf
9.o8,36.71,1025.07,81.32,479.02,Christopher Clapman
18.92,62.26,1012.05,85.99,451.51,Christopher Clapman
25.18,69.23,1013.26,57.45,438.72,Christopher Clapman
33.68,68.14,1002.75,56.05,427.53,Marc Wolf
18.88,40.79,1004.98,92.65,459.06,Antoin Tessier
42.188,40.62,1015.87,84.97,485.18,Daniel Smithson
25.16,57.17,1009.86,75.7,442.03,Antoin Tessier
19.72,44.78,1009.27,39.18,464.54,Marc Wolf
75.11,59.92,1010.15,86.37,435.92,Daniel Smithson
7.o9,43.13,1017.91,92.37,485.04,Marc Wolf
12.99,43.8,1023.16,64.65,466.95,Christopher Clapman
79.484,70.47,1007.36,76.91,434.02,Daniel Smithson
8.95,36.18,1014.08,76.94,478.07,Marc Wolf
28.18,66.56,1005.69,65.67,426.79,Antoin Tessier
31.7,69.13,1000.29,46.27,427.95,Marc Wolf
27.56,63.9,1013.23,45.97,442.43,Marc Wolf
77.234,68.63,1013.57,43.44,446.36,Daniel Smithson
1o.23,41.46,1020.45,84.95,480.87,Antoin Tessier
27.23,66.48,1005.23,52.38,432.55,Antoin Tessier
6o.188,43.99,1021.18,88.62,467.57,Daniel Smithson
11.92,43.8,1022.96,60.49,470.33,Christopher Clapman
9.78,43.8,1022.25,69.64,477.22,Christopher Clapman
11.36,38.25,1013.22,86.16,473.55,Christopher Clapman
27.2,59.74,1011.99,56.74,440.13,Antoin Tessier
11.41,41.4,1019.01,78.59,449.5,Christopher Clapman
12.85,40.35,1011.29,81.27,472.69,Christopher Clapman
11.58,40.66,1017.0,97.13,466.42,Antoin Tessier
24.56,71.94,1006.81,89.59,437.97,Antoin Tessier
24.98,71.98,1006.59,90.61,432.06,Antoin Tessier
13.65,42.74,1026.58,71.48,468.87,Antoin Tessier
25.28,66.25,1009.77,84.55,439.77,Marc Wolf
27.77,62.26,1010.88,66.45,430.19,Christopher Clapman
19.83,59.44,1012.98,91.24,446.15,Christopher Clapman
17.57,44.06,1015.43,72.75,459.73,Marc Wolf
11.75699414oo22371,38.632661100453106,924.9584042257391,68.16820676436294,LOW,Simo Sikka
25.72,72.39,1003.01,86.38,432.77,Antoin Tessier
24.4,71.14,1009.7,59.26,436.68,Antoin Tessier
24.55,67.07,1005.66,63.58,443.39,Antoin Tessier
15.o7,40.69,1015.29,70.98,469.03,Marc Wolf
1o.48,39.58,1011.81,88.86,472.61,Christopher Clapman
14.59,41.23,999.48,86.66,466.83,Marc Wolf
13.58,39.28,1016.17,79.17,472.17,Marc Wolf
28.24,65.74,1013.4,64.87,438.47,Marc Wolf
2o.74,58.2,1017.54,70.66,450.4,Antoin Tessier
25.41,69.14,1006.4,87.4,436.59,Marc Wolf
26.13,71.25,999.8,88.47,430.6,Marc Wolf
23.o5,58.86,1013.84,62.21,445.46,Antoin Tessier
72.97318o29952395,70.31557215694356,985.3718669093854,86.78546975254231,LOW,Simo Sikka
25.55,71.64,1009.09,79.35,439.37,Christopher Clapman
71.384,69.71,1010.28,97.64,444.39,Daniel Smithson
31.o3,74.33,1011.55,63.45,429.35,Antoin Tessier
1o.59,37.5,1013.14,81.56,471.38,Christopher Clapman
14.7,44.9,1021.87,83.9,468.69,Christopher Clapman
8.57,40.69,1020.87,84.15,485.18,Antoin Tessier
79.358,63.77,1014.15,69.36,440.1,Daniel Smithson
5o.36,41.17,1019.56,82.46,479.7,Daniel Smithson
66.992,60.07,1014.8,69.06,452.89,Daniel Smithson
19.96,39.53,1006.16,62.77,460.49,Marc Wolf
3o.o8,68.14,1003.99,77.38,425.27,Christopher Clapman
13.83,41.23,993.31,93.94,466.2,Antoin Tessier
77.8685578832155,65.57601710615477,1005.9682111547091,59.23038051809546,LOW,Simo Sikka
74.912,59.87,1019.11,59.59,441.94,Daniel Smithson
25.91,75.6,1018.23,62.65,443.2,Christopher Clapman
12.87,41.5,1013.51,85.72,469.44,Marc Wolf
24.93,69.05,1001.02,85.14,429.53,Marc Wolf
27.67,59.14,1016.51,61.2,433.37,Christopher Clapman
3o.o4,68.08,1011.04,51.01,429.52,Christopher Clapman
31.o9,74.22,1007.56,46.36,430.3,Marc Wolf
84.344,70.83,1007.98,51.95,430.91,Daniel Smithson
28.87,72.58,1008.69,79.34,428.89,Marc Wolf
31.41,64.44,1013.84,49.49,439.3,Marc Wolf
14.42,48.92,1011.76,76.03,461.14,Christopher Clapman
54.968,40.27,1006.58,49.34,474.03,Daniel Smithson
32.51,71.22,1005.62,47.6,433.76,Christopher Clapman
26.38,71.58,1011.02,80.9,434.26,Marc Wolf
72.23,63.94,1010.32,93.02,443.9,Daniel Smithson
17.16,40.55,1000.26,72.21,461.58,Marc Wolf
15.11,56.03,1020.27,89.95,462.65,Antoin Tessier
28.84,74.9,1004.38,66.86,436.42,Christopher Clapman
32.48,62.04,1010.39,38.05,446.48,Christopher Clapman
23.7,70.32,1007.21,66.85,439.59,Christopher Clapman
28.6,71.22,1003.15,58.33,443.01,Marc Wolf
19.19,63.31,1016.88,66.58,453.16,Antoin Tessier
9.26,40.11,1024.38,74.82,460.72,Christopher Clapman
22.83564417469721,68.23733661924908,915.7680074721441,92.34464747895633,LOW,Simo Sikka
27.85,66.44,1008.48,77.15,429.0,Marc Wolf
8.16,39.72,1020.54,82.11,480.21,Antoin Tessier
8.3,40.35,1012.37,98.17,481.77,Marc Wolf
51.836,43.02,1012.32,66.54,478.81,Daniel Smithson
22.73,66.75,1018.13,84.06,437.93,Antoin Tessier
1o.57,36.71,1022.11,82.39,472.62,Antoin Tessier
14.44,39.0,1017.06,76.02,466.96,Christopher Clapman
27.1527875o9126643,59.114915278094536,1109.5375071028752,46.33395072262634,LOW,Simo Sikka
24.31,65.34,1013.82,63.85,449.88,Antoin Tessier
22.18,59.8,1016.77,73.16,453.24,Marc Wolf
92.o66,79.05,1007.19,62.64,430.42,Daniel Smithson
23.o8,74.78,1009.85,83.67,437.86,Antoin Tessier
8.49,36.25,1029.7,84.41,480.35,Antoin Tessier
27.1865o56683362,59.08526320274346,931.1463171331369,56.16993436301079,LOW,Simo Sikka
11.51624996oo487,37.79298177173662,916.3357381012952,57.11114725549282,LOW,Simo Sikka
15.5,44.34,1019.21,65.21,468.53,Christopher Clapman
24.78,66.49,1010.55,68.12,436.62,Antoin Tessier
23.37,63.77,1013.42,76.44,443.86,Marc Wolf
6.44,39.33,1011.8,93.5,490.57,Antoin Tessier
26.o3,59.07,1007.3,82.52,440.6,Christopher Clapman
26.63,64.44,1012.66,61.19,442.0,Marc Wolf
14.76,39.64,1010.37,81.99,465.82,Christopher Clapman
25.61,74.22,1010.26,75.15,438.45,Marc Wolf
56.768,45.87,1008.89,87.27,463.5,Daniel Smithson
26.72,74.87,1010.18,70.74,441.93,Antoin Tessier
25.46,70.32,1010.65,64.7,433.08,Marc Wolf
8o.78,52.84,1006.28,53.85,439.08,Daniel Smithson
7.53,41.74,1022.45,90.85,487.25,Christopher Clapman
7.o,39.81,1017.47,87.65,484.51,Christopher Clapman
23.62,45.87,1007.75,58.69,445.55,Christopher Clapman
28.8,71.77,1006.41,66.03,426.87,Antoin Tessier
23.82,44.89,1009.39,74.69,445.45,Marc Wolf
61.628,61.27,1020.02,74.54,456.64,Daniel Smithson
79.916,65.12,1016.0,43.24,441.22,Daniel Smithson
13.15,40.78,1024.13,79.59,462.3,Antoin Tessier
23.66,62.08,1022.42,64.13,447.06,Antoin Tessier
13.39,49.83,1007.14,90.88,466.04,Marc Wolf
81.7o332396184199,62.959714279352,1044.7475946098023,41.30081628031001,LOW,Simo Sikka
17.18,46.0,1002.74,100.1,454.02,Marc Wolf
1o.o2139389638o841,43.02453263664318,1005.8225510751945,98.93983203769821,LOW,Simo Sikka
17.55,45.87,1008.07,80.98,454.29,Christopher Clapman
17.9,58.33,1013.6,85.81,452.28,Marc Wolf
15.51,41.76,1022.81,69.55,463.82,Antoin Tessier
7.95,37.49,1009.32,80.8,479.78,Marc Wolf
51.o25999999999996,36.71,1022.62,80.49,473.88,Daniel Smithson
6o.35,36.99,1007.67,93.8,464.38,Daniel Smithson
25.86,76.2,1005.73,69.35,438.75,Antoin Tessier
82.598,66.17,1010.51,65.16,444.2,Daniel Smithson
18.8,39.72,1001.24,63.8,459.36,Marc Wolf
22.83,59.43,1005.51,83.93,440.76,Christopher Clapman
14.39o4516o6184556,44.49996754853787,958.5161221814266,74.3449806491578,LOW,Simo Sikka
66.83,43.43,1009.4,66.11,454.02,Daniel Smithson
12.97,40.75,1016.05,79.67,476.28,Antoin Tessier
26.2,60.07,1014.75,59.41,440.89,Christopher Clapman
21.49,56.9,1007.47,66.66,452.46,Marc Wolf
15.11,45.01,1017.01,84.39,462.21,Antoin Tessier
12.o5,48.04,1009.14,100.13,464.14,Marc Wolf
28.56,65.27,1013.28,49.95,437.45,Antoin Tessier
21.98,55.97,1009.12,89.51,442.65,Christopher Clapman
2o.97,61.87,1011.45,65.41,446.76,Marc Wolf
2o.11,42.04,1010.79,60.31,464.13,Christopher Clapman
65.12,43.96,1012.4,77.81,464.63,Daniel Smithson
19.66,58.79,1017.17,84.16,447.93,Antoin Tessier
15.5,39.16,1016.24,78.13,469.52,Antoin Tessier
56.138,39.35,1015.1,79.32,471.85,Daniel Smithson
19.386481168o6985,51.386160757603356,1043.2542390046895,87.3442250569041,LOW,Simo Sikka
62.888,53.16,1013.2,82.85,456.93,Daniel Smithson
5o.828,41.26,1020.65,92.24,473.76,Daniel Smithson
19.2,59.21,1017.84,89.56,450.86,Christopher Clapman
32.16,66.25,1008.17,56.88,434.5,Marc Wolf
21.48,47.43,1006.88,63.54,449.2,Christopher Clapman
5.7616o6675628o51,42.7518643928354,1021.4524156288915,83.28538851593308,LOW,Simo Sikka
27.27848771919939,70.14251655018285,961.4268771538933,75.95915237482981,LOW,Simo Sikka
49.o47o9925o71338,41.71216136742598,1008.6131523845576,79.9659925608385,LOW,Simo Sikka
29.696328427184383,78.78108512771499,1103.927711080919,64.00397142983542,LOW,Simo Sikka
25.23,60.84,1017.79,56.42,442.02,Antoin Tessier
2o.23,57.76,1016.84,81.26,452.5,Antoin Tessier
29.67,66.51,1015.6,34.1,434.8,Antoin Tessier
23.24,63.78,1017.1,63.8,446.95,Marc Wolf
73.418,58.79,1009.71,84.22,444.64,Daniel Smithson
85.19,72.29,1007.94,84.45,430.98,Daniel Smithson
6o.53,49.69,1015.48,88.65,464.72,Daniel Smithson
13.55,40.1,1014.57,81.48,469.57,Antoin Tessier
68.o54,57.19,1007.31,81.69,446.46,Daniel Smithson
8.67,40.77,1011.81,89.4,479.23,Christopher Clapman
89.6,58.9,1003.48,51.38,437.81,Daniel Smithson
24.89,64.27,1013.52,64.65,444.21,Christopher Clapman
67.4o6,44.71,1015.46,31.46,464.99,Daniel Smithson
13.65,44.6,1017.99,87.04,466.06,Christopher Clapman
19.97,59.14,1016.05,70.58,450.06,Christopher Clapman
52.628,44.85,1014.3,63.24,475.33,Daniel Smithson
17.7,43.69,1016.98,61.98,462.63,Antoin Tessier
23.63,58.79,1017.2,67.68,442.86,Antoin Tessier
32.18,65.74,1010.89,46.52,435.58,Antoin Tessier
52.7,40.78,1023.91,86.31,467.74,Daniel Smithson
22.78,59.92,1011.28,88.78,440.87,Christopher Clapman
15.12,41.04,1025.95,69.67,460.58,Christopher Clapman
78.746,68.12,1013.11,61.97,437.11,Daniel Smithson
8o.618,43.77,1011.18,46.58,440.64,Daniel Smithson
31.o6,67.17,1007.62,65.54,437.91,Marc Wolf
15.17,49.15,1021.91,91.73,461.89,Marc Wolf
31.98,73.42,1010.66,60.06,432.2,Antoin Tessier
13.119o9561656234,46.922354532561094,1085.0977613728155,89.28698640925192,LOW,Simo Sikka
71.924,62.91,1012.14,68.86,449.77,Daniel Smithson
2o.54,61.27,1019.6,61.87,451.95,Marc Wolf
12.31,44.78,1011.15,77.34,468.29,Christopher Clapman
25.35,63.21,1012.31,80.16,442.23,Antoin Tessier
29.51,76.09,1007.39,71.5,432.45,Antoin Tessier
15.92,40.56,1020.79,53.52,470.22,Christopher Clapman
74.156,63.07,1011.72,75.81,444.23,Daniel Smithson
58.88o135491478o6,49.93954590771836,1031.481161079238,74.39985461570548,LOW,Simo Sikka
27.18,59.27,1012.57,64.18,439.69,Christopher Clapman
71.654,64.69,1007.21,75.75,440.92,Daniel Smithson
25.59,61.08,1013.19,77.28,443.91,Marc Wolf
21.46,46.63,1012.97,71.29,452.1,Marc Wolf
11.o4,39.96,1025.75,94.44,468.84,Christopher Clapman
71.5o999999999999,57.76,1018.02,67.72,452.27,Daniel Smithson
13.o2,40.1,1014.43,87.32,474.97,Marc Wolf
17.98,60.1,1009.61,84.11,452.57,Antoin Tessier
11.o8,38.16,1014.45,74.99,473.32,Christopher Clapman
32.63,74.99,1002.42,40.07,432.79,Antoin Tessier
24.43795o583371o38,65.23568335484234,1018.3016905799263,73.79677747215439,LOW,Simo Sikka
6.4,39.18,1024.6,86.83,484.44,Antoin Tessier
28.78,60.07,1014.54,49.03,439.74,Marc Wolf
71.744,41.54,1014.21,73.73,458.74,Daniel Smithson
24.32,66.25,1009.09,91.89,444.93,Marc Wolf
24.27,74.93,1012.73,73.81,443.06,Antoin Tessier
29.o1,64.79,1017.62,44.31,442.12,Christopher Clapman
16.18,50.88,1014.06,100.09,455.14,Christopher Clapman
16.83,46.48,1007.21,87.23,455.64,Antoin Tessier
22.97,64.15,1021.0,70.61,450.07,Marc Wolf
17.o1,50.59,1015.8,80.95,463.4,Antoin Tessier
78.548,61.08,1013.51,67.5,449.67,Daniel Smithson
9.476937394285898,35.235053541912656,931.2416707197584,61.56311260705798,LOW,Simo Sikka
16.55,39.64,1009.07,77.8,465.29,Christopher Clapman
54.284,45.51,1016.15,81.37,470.46,Daniel Smithson
23.24,63.76,1010.1,79.16,441.35,Marc Wolf
3o.76,69.14,1007.63,71.24,431.67,Antoin Tessier
19.36,39.54,1008.97,58.92,458.75,Christopher Clapman
81.446,70.72,1009.97,74.62,443.25,Daniel Smithson
59.738,44.78,1007.69,65.17,456.83,Daniel Smithson
27.19,64.96,1006.71,73.99,428.79,Christopher Clapman
31.93,70.4,1005.27,73.71,432.29,Marc Wolf
61.862,39.54,1007.97,70.58,464.19,Daniel Smithson
29.23o2o8188165115,70.74125239492368,1060.4522561717788,49.32162339539438,LOW,Simo Sikka
9.68,39.61,1015.63,74.5,475.02,Christopher Clapman
13.o8,39.82,1012.27,85.21,476.96,Antoin Tessier
25.56,69.13,1002.46,68.26,434.48,Marc Wolf
27.o,71.25,1002.66,70.59,437.22,Antoin Tessier
21.838518861777686,73.26249832948278,1034.3531322043652,75.26750196196123,LOW,Simo Sikka
24.7,44.57,1008.24,57.62,444.65,Antoin Tessier
72.482,62.96,1020.21,78.99,447.48,Daniel Smithson
87.8,71.77,1006.29,48.56,431.07,Daniel Smithson
23.81,46.93,1013.19,54.82,449.58,Antoin Tessier
19.81,43.56,1013.39,38.13,460.59,Marc Wolf
78.oo8,74.99,1005.41,85.75,433.63,Daniel Smithson
56.821999999999996,42.07,1018.27,88.06,462.25,Daniel Smithson
12.85,41.14,1027.04,86.29,464.86,Christopher Clapman
1o.o,39.66,1016.83,78.91,479.97,Marc Wolf
54.824,40.69,1014.46,79.77,475.37,Daniel Smithson
28.57,51.43,1012.02,47.79,450.04,Antoin Tessier
16.96,52.9,1019.61,81.86,460.2,Marc Wolf
42.332,45.87,1011.44,95.94,482.0,Daniel Smithson
16.19o35711513o25,49.727791001856566,981.8899188512098,75.27229359890744,LOW,Simo Sikka
64.634,60.1,1009.67,84.75,455.82,Daniel Smithson
5o.594,40.62,1017.41,64.22,473.16,Daniel Smithson
2o.92,57.76,1017.22,75.86,453.96,Antoin Tessier
16.79,44.6,1014.27,48.08,459.48,Christopher Clapman
18.o3,53.16,1013.06,82.03,458.04,Antoin Tessier
11.43,40.22,1010.84,81.04,477.5,Marc Wolf
15.o1,43.56,1014.65,61.82,465.84,Antoin Tessier
68.54,58.41,1014.05,86.38,451.74,Daniel Smithson
22.18,45.09,1014.04,43.13,455.4,Antoin Tessier
82.148,63.07,1011.11,56.81,440.48,Daniel Smithson
25.56,60.32,1016.28,59.84,445.01,Marc Wolf
16.o2,39.54,1007.73,72.81,466.15,Marc Wolf
17.75o425o57429588,62.41039616031,949.9356083316839,84.96902394987846,LOW,Simo Sikka
24.31,65.94,1011.5,61.61,442.69,Antoin Tessier
14.57,42.18,1015.13,74.89,465.75,Christopher Clapman
29.55,66.25,1009.38,69.55,436.29,Christopher Clapman
25.39,70.36,1006.76,73.62,436.5,Marc Wolf
89.24,69.05,1000.77,49.82,426.5,Daniel Smithson
16.71,46.18,1012.06,96.6,458.4,Marc Wolf
16.85,39.64,1008.82,80.81,464.2,Antoin Tessier
74.57812728244281,68.28045553050785,1058.333164815876,76.20645414973167,LOW,Simo Sikka
11.49,44.63,1020.44,86.04,471.08,Christopher Clapman
15.65,54.3,1018.0,69.66,461.69,Antoin Tessier
31.1,69.51,1010.84,45.4,429.74,Christopher Clapman
1o.95,40.81,1016.19,77.96,474.36,Marc Wolf
6.17,36.25,1028.68,90.59,483.77,Marc Wolf
33.2,73.88,1005.67,48.48,438.12,Christopher Clapman
9.39,40.11,1029.14,77.29,473.05,Antoin Tessier
26.34,69.45,1013.87,54.15,438.5,Marc Wolf
17.75,49.78,1004.49,100.09,452.02,Christopher Clapman
8o.6,60.96,1012.36,58.97,450.15,Daniel Smithson
25.85,67.69,1007.7,70.14,434.0,Christopher Clapman
3o.466837365154422,63.258231362387505,1065.9065949951264,38.06644114945194,LOW,Simo Sikka
15.63,43.02,1012.57,40.32,466.69,Antoin Tessier
1o.82,44.63,1020.64,90.26,473.23,Antoin Tessier
56.516,40.2,1014.2,85.05,465.74,Daniel Smithson
26.93,67.07,1005.65,60.26,437.76,Christopher Clapman
31.92,68.3,1015.58,41.55,430.07,Christopher Clapman
32.36,73.91,1003.88,59.84,431.92,Marc Wolf
28.57,75.33,1003.16,76.14,431.58,Christopher Clapman
73.79599999999999,59.15,1014.58,75.18,443.7,Daniel Smithson
2o.o9,63.94,1020.82,74.16,449.47,Christopher Clapman
15.56,41.1,1003.55,76.92,464.42,Antoin Tessier
11.o2,41.44,1015.28,83.53,476.68,Marc Wolf
5o.o36,41.44,1017.37,77.65,479.63,Daniel Smithson
11.52,39.18,1023.43,83.29,474.35,Marc Wolf
12.3,40.69,1015.74,82.58,474.46,Marc Wolf
47.66,39.72,1020.0,78.75,479.03,Daniel Smithson
12.25,44.58,1016.47,81.15,475.24,Antoin Tessier
19.51,66.51,1015.28,80.75,448.04,Antoin Tessier
18.24,58.46,1017.38,86.92,449.63,Christopher Clapman
13.1797419o5626o24,41.53915980886387,1036.8890083260335,81.5042935105386,LOW,Simo Sikka
17.27,44.9,1007.85,78.8,454.19,Antoin Tessier
25.5,68.08,1011.13,72.86,436.07,Christopher Clapman
14.66,41.76,1022.12,78.13,463.6,Marc Wolf
6.58,40.67,1020.18,71.07,494.84,Antoin Tessier
9.56,41.55,1002.67,70.27,481.24,Antoin Tessier
2o.88,47.45,1007.5,76.21,449.34,Antoin Tessier
18.o,44.06,1016.8,78.88,454.59,Antoin Tessier
75.938,73.67,1007.39,86.92,435.56,Daniel Smithson
19.94,56.53,1020.48,76.43,453.8,Antoin Tessier
12.14,48.04,1011.8,100.13,465.08,Antoin Tessier
27.61,69.68,1012.79,77.01,438.31,Marc Wolf
54.356,40.24,1016.59,90.01,469.59,Daniel Smithson
19.43,52.9,1017.16,67.41,458.46,Christopher Clapman
53.78,44.77,1019.1,75.85,463.11,Daniel Smithson
48.o92,42.07,1018.9,85.93,473.34,Daniel Smithson
2o.7,58.16,1016.73,68.19,453.22,Christopher Clapman
11.517o3436o815385,43.69522272837576,1098.5510332701701,87.15852678256596,LOW,Simo Sikka
41.269999999999996,45.87,1008.02,98.36,479.61,Daniel Smithson
3o.15,67.32,1013.83,32.8,436.92,Marc Wolf
23.66,72.43,1008.0,89.49,439.02,Marc Wolf
6o.o25999999999996,38.78,1013.51,95.38,463.47,Daniel Smithson
71.528,71.85,1009.38,75.98,441.52,Daniel Smithson
5.91,39.33,1010.18,95.53,491.49,Marc Wolf
81.158,64.44,1014.65,57.27,442.77,Daniel Smithson
33.27,66.44,1010.63,43.47,430.11,Antoin Tessier
3o.2,71.8,1011.13,60.66,436.94,Marc Wolf
28.83,71.32,1006.28,75.65,437.99,Marc Wolf
15.o3,44.45,1020.94,65.57,460.06,Christopher Clapman
14.43,38.91,1013.28,70.26,468.83,Marc Wolf
32.13,69.98,1013.3,55.85,431.84,Marc Wolf
5.35,35.79,1013.23,93.53,483.2,Marc Wolf
78.674,66.56,1004.97,76.35,433.25,Daniel Smithson
27.o5,77.95,1009.57,76.56,434.09,Christopher Clapman
23.56,49.16,1003.31,66.98,445.36,Antoin Tessier
19.72,47.03,1012.1,90.36,458.59,Marc Wolf
8o.456,51.43,1012.29,59.33,437.35,Daniel Smithson
7.69,39.96,1023.9,89.18,478.05,Marc Wolf
29.25,72.99,1006.85,61.15,429.12,Antoin Tessier
1o.o6,43.22,1014.1,85.7,473.0,Christopher Clapman
3o.57,58.9,1004.54,54.37,438.49,Antoin Tessier
26.o98o32394674o25,62.00989359516166,970.9000987285833,44.59337618002338,LOW,Simo Sikka
1o.72,41.38,1021.6,63.77,478.29,Marc Wolf
25.62,63.13,1013.84,83.49,439.13,Antoin Tessier
26.24,49.82,1014.9,55.58,452.41,Christopher Clapman
18.93,59.39,1013.92,68.78,450.14,Christopher Clapman
26.82,75.08,1005.93,60.81,441.14,Antoin Tessier
18.2,45.01,1013.82,68.14,452.21,Christopher Clapman
24.76,63.07,1012.73,70.39,443.04,Antoin Tessier
41.666,38.68,1017.76,76.48,487.07,Daniel Smithson
2o.16,60.1,1011.24,86.23,453.36,Marc Wolf
2o.6,45.38,1014.93,75.78,460.24,Marc Wolf
15.43,39.16,1016.44,79.8,470.74,Marc Wolf
25.91,58.98,1010.02,75.31,442.65,Marc Wolf
2o.7281oo98927o217,65.95128876424852,1079.9265455398615,78.91392004074079,LOW,Simo Sikka
1o.2574328o8735286,40.739963484762214,1083.4022858372753,90.04391964908193,LOW,Simo Sikka
1o.o7,40.92,1021.43,97.15,467.01,Christopher Clapman
81.266,70.72,1009.77,67.87,441.9,Daniel Smithson
18.61,47.83,1006.43,78.89,454.21,Antoin Tessier
22.19,48.78,1017.84,76.01,446.51,Christopher Clapman
27.26,73.18,1012.58,74.83,429.92,Marc Wolf
24.11777o357o9737,52.723166125029216,945.3959340691339,79.0696838760209,LOW,Simo Sikka
17.36,52.9,1015.42,69.97,458.66,Christopher Clapman
48.775999999999996,36.3,1027.9,77.02,478.55,Daniel Smithson
94.298,73.03,1013.61,36.91,438.56,Daniel Smithson
74.89399999999999,50.32,1008.41,72.23,445.17,Daniel Smithson
19.12,44.85,1014.66,43.66,463.71,Christopher Clapman
15.37,41.96,1011.58,96.76,466.02,Christopher Clapman
11.94,40.66,1016.61,96.11,467.99,Marc Wolf
3o.o5,56.9,1007.02,41.96,437.55,Antoin Tessier
14.1,48.92,1011.6,84.39,461.34,Christopher Clapman
1o.8,41.62,1012.84,93.84,462.84,Antoin Tessier
53.366,40.55,1019.06,94.11,473.79,Daniel Smithson
24.42,57.32,1011.46,55.92,443.94,Christopher Clapman
69.224,68.61,1011.2,84.81,446.33,Daniel Smithson
21.96,58.79,1010.51,87.32,448.89,Marc Wolf
92.462oooooooooo2,79.05,1007.79,63.55,436.51,Daniel Smithson
32.39,79.74,1006.92,58.58,430.12,Christopher Clapman
53.852ooooooooooo4,40.27,1007.57,73.22,472.84,Daniel Smithson
22.51,68.63,1015.1,57.19,450.75,Marc Wolf
25.16,43.21,1011.73,88.69,442.29,Antoin Tessier
13.38,40.12,1013.92,96.96,468.15,Antoin Tessier
27.71,54.2,1012.72,47.25,440.74,Antoin Tessier
14.47,41.76,1021.98,78.41,464.0,Antoin Tessier
67.6o4,62.1,1019.72,78.36,450.43,Daniel Smithson
76.1,60.77,1017.15,73.66,439.91,Daniel Smithson
25.69,73.18,1012.64,86.35,432.82,Antoin Tessier
18.32,47.83,1005.06,87.21,454.11,Christopher Clapman
28.o4,70.32,1011.28,78.16,435.42,Christopher Clapman
15.37,50.59,1019.02,98.2,463.35,Christopher Clapman
73.976,69.23,1011.75,75.59,436.18,Daniel Smithson
11.71,41.44,1015.37,79.95,474.22,Marc Wolf
75.9o2,51.86,1014.92,59.98,447.7,Daniel Smithson
7.1,35.77,1015.39,92.1,480.36,Marc Wolf
52.466,40.56,1017.56,64.8,478.88,Daniel Smithson
26.22,67.45,1013.7,44.04,440.17,Marc Wolf
66.182,59.27,1012.15,89.39,453.4,Daniel Smithson
8.33391497943oo96,38.99297363090843,966.1193782759408,90.04356842581949,LOW,Simo Sikka
3o.68,73.67,1005.63,57.05,429.64,Antoin Tessier
33.853856o9346946,72.75161344071326,925.4000662107787,37.18458615552757,LOW,Simo Sikka
25.21,75.6,1017.19,69.84,445.84,Christopher Clapman
13.73,41.78,1011.75,49.65,464.94,Christopher Clapman
6.31,42.07,1004.61,77.74,483.27,Christopher Clapman
6.69,36.24,1013.35,91.09,483.82,Christopher Clapman
29.3,70.04,1010.95,61.23,426.25,Christopher Clapman
5.71,40.77,1022.49,87.9,487.48,Christopher Clapman
22.67,64.15,1021.02,70.49,453.47,Antoin Tessier
12.19,40.23,1017.45,82.07,474.91,Christopher Clapman
16.65,56.89,1013.52,87.44,452.52,Christopher Clapman
